# class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
edible,convex,scaly,brown,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,woods
poisonous,convex,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,woods
edible,flat,fibrous,brown,FALSE,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses
poisonous,convex,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,paths
poisonous,knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
edible,convex,fibrous,gray,FALSE,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses
poisonous,convex,fibrous,white,FALSE,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods
edible,convex,smooth,gray,FALSE,none,free,crowded,broad,pink,enlarging,?,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
edible,convex,smooth,white,FALSE,none,free,crowded,broad,white,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,convex,smooth,gray,FALSE,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,woods
edible,flat,fibrous,gray,FALSE,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses
edible,flat,smooth,brown,FALSE,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses
edible,flat,fibrous,brown,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,solitary,woods
poisonous,convex,scaly,yellow,FALSE,none,free,close,narrow,white,enlarging,?,silky,scaly,white,yellow,partial,white,one,evanescent,white,several,woods
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,grasses
edible,flat,fibrous,red,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,several,woods
edible,bell,scaly,white,TRUE,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows
poisonous,convex,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods
edible,flat,fibrous,gray,FALSE,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,grasses
edible,flat,scaly,red,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,solitary,woods
edible,bell,fibrous,gray,FALSE,none,free,crowded,broad,gray,enlarging,?,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
edible,convex,smooth,white,FALSE,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,brown,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,solitary,woods
poisonous,flat,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves
edible,flat,scaly,red,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,solitary,woods
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods
edible,convex,scaly,brown,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,solitary,woods
poisonous,convex,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods
edible,flat,smooth,buff,TRUE,none,free,close,broad,red,enlarging,?,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
edible,convex,smooth,gray,FALSE,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses
edible,flat,fibrous,brown,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,solitary,woods
edible,convex,fibrous,red,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,woods
edible,bell,scaly,yellow,TRUE,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows
edible,bell,scaly,yellow,TRUE,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,meadows
poisonous,convex,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods
edible,bell,smooth,white,TRUE,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows
edible,bell,scaly,white,TRUE,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows
poisonous,flat,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
edible,flat,fibrous,red,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods
poisonous,bell,scaly,yellow,FALSE,none,free,close,narrow,white,enlarging,?,silky,scaly,white,brown,partial,white,one,evanescent,white,several,woods
edible,flat,fibrous,red,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,solitary,woods
poisonous,convex,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,several,paths
edible,convex,smooth,brown,FALSE,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses
poisonous,convex,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods
poisonous,convex,smooth,white,FALSE,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,woods
poisonous,knobbed,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
edible,convex,fibrous,white,FALSE,none,free,crowded,broad,gray,enlarging,?,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
edible,convex,fibrous,red,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,woods
edible,flat,fibrous,brown,FALSE,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses
poisonous,convex,fibrous,gray,FALSE,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,woods
poisonous,convex,smooth,gray,FALSE,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,woods
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,woods
edible,convex,scaly,gray,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,several,woods
edible,convex,fibrous,gray,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,woods
poisonous,flat,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
edible,convex,smooth,white,FALSE,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses
poisonous,convex,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
poisonous,bell,smooth,pink,TRUE,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
poisonous,convex,smooth,brown,TRUE,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses
poisonous,convex,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
poisonous,flat,scaly,white,TRUE,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses
poisonous,flat,fibrous,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,several,woods
edible,convex,fibrous,brown,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,woods
poisonous,knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
edible,flat,smooth,white,FALSE,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses
edible,convex,fibrous,red,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,woods
poisonous,convex,smooth,buff,TRUE,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban
edible,convex,fibrous,brown,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,several,woods
edible,flat,scaly,brown,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,several,woods
edible,flat,scaly,cinnamon,FALSE,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,brown,TRUE,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,urban
edible,flat,smooth,gray,FALSE,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses
poisonous,convex,smooth,pink,FALSE,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods
edible,convex,fibrous,gray,FALSE,none,free,crowded,broad,white,enlarging,?,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths
edible,convex,smooth,white,TRUE,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows
poisonous,flat,scaly,brown,TRUE,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,urban
edible,convex,scaly,gray,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,woods
poisonous,flat,smooth,gray,TRUE,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,urban
poisonous,convex,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods
poisonous,convex,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
edible,convex,smooth,yellow,TRUE,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows
poisonous,convex,fibrous,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,woods
poisonous,flat,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
edible,bell,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
edible,convex,smooth,yellow,TRUE,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses
edible,flat,fibrous,gray,FALSE,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses
edible,bell,smooth,yellow,TRUE,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows
edible,flat,scaly,brown,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,several,woods
poisonous,flat,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,paths
edible,convex,scaly,red,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,solitary,woods
poisonous,convex,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
edible,convex,scaly,gray,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,solitary,woods
poisonous,convex,smooth,gray,TRUE,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,woods
edible,flat,fibrous,brown,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,solitary,woods
edible,convex,smooth,white,FALSE,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses
edible,convex,scaly,white,TRUE,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows
poisonous,knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
edible,flat,fibrous,gray,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,woods
edible,convex,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves
edible,flat,fibrous,gray,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,woods
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,paths
poisonous,convex,fibrous,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,paths
edible,flat,scaly,gray,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,several,woods
edible,bell,smooth,white,TRUE,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows
poisonous,convex,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
edible,convex,fibrous,gray,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,solitary,woods
edible,convex,fibrous,white,FALSE,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses
edible,flat,fibrous,brown,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,solitary,woods
poisonous,convex,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
edible,convex,fibrous,gray,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods
poisonous,convex,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,paths
poisonous,knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
edible,convex,fibrous,white,FALSE,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses
poisonous,flat,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
edible,convex,smooth,yellow,TRUE,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses
edible,bell,smooth,white,FALSE,none,free,crowded,broad,gray,enlarging,?,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,convex,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,several,woods
edible,bell,fibrous,white,FALSE,none,free,crowded,broad,gray,enlarging,?,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
edible,convex,scaly,yellow,TRUE,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,paths
edible,convex,scaly,white,TRUE,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows
edible,convex,fibrous,gray,FALSE,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,several,paths
edible,convex,scaly,gray,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,several,woods
edible,convex,fibrous,white,FALSE,none,free,crowded,broad,pink,enlarging,?,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,convex,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
edible,convex,fibrous,red,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,several,woods
poisonous,flat,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
edible,convex,fibrous,brown,FALSE,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses
edible,convex,scaly,gray,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods
edible,convex,scaly,yellow,TRUE,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,grasses
edible,flat,scaly,gray,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,solitary,woods
edible,convex,smooth,white,FALSE,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,paths
poisonous,knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
edible,convex,fibrous,brown,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,woods
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,grasses
poisonous,flat,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
edible,flat,scaly,brown,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,solitary,woods
edible,flat,scaly,yellow,TRUE,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,grasses
poisonous,convex,smooth,brown,TRUE,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses
poisonous,convex,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,grasses
edible,bell,scaly,yellow,TRUE,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses
poisonous,flat,scaly,white,TRUE,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,urban
edible,convex,scaly,red,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,woods
poisonous,convex,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
edible,convex,fibrous,red,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,several,woods
edible,flat,scaly,gray,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,woods
poisonous,bell,fibrous,brown,FALSE,none,free,close,narrow,white,enlarging,?,silky,scaly,white,yellow,partial,white,one,evanescent,white,several,woods
edible,convex,fibrous,brown,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,several,woods
poisonous,convex,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods
poisonous,convex,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods
edible,flat,fibrous,gray,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,woods
poisonous,knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
edible,flat,fibrous,gray,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,woods
edible,flat,fibrous,gray,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,several,woods
edible,convex,fibrous,white,FALSE,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses
poisonous,convex,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,woods
edible,bell,scaly,yellow,TRUE,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows
poisonous,flat,smooth,gray,TRUE,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,grasses
edible,flat,smooth,gray,FALSE,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses
poisonous,convex,smooth,buff,TRUE,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,urban
edible,bell,smooth,yellow,TRUE,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses
edible,convex,smooth,gray,FALSE,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,red,TRUE,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,woods
poisonous,convex,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,solitary,paths
poisonous,convex,fibrous,white,FALSE,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,woods
poisonous,convex,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths
edible,flat,scaly,gray,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,woods
edible,flat,scaly,brown,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,woods
edible,flat,smooth,brown,TRUE,none,free,close,broad,red,enlarging,?,smooth,smooth,red,white,partial,white,two,evanescent,white,clustered,waste
edible,bell,scaly,white,TRUE,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,several,grasses
poisonous,flat,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
poisonous,flat,fibrous,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,paths
edible,knobbed,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,?,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
edible,convex,scaly,red,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,several,woods
edible,convex,fibrous,gray,FALSE,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses
edible,flat,fibrous,red,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,solitary,woods
edible,flat,scaly,gray,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,woods
